date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:07:34	941/941	---M-Z	200	added ('OK')	text/html	etag:%223ad-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter3/3.7.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter3/3.7.html	(from http://koeln.ccc.de/archiv/cyphernomicon/3.html)
20:07:34	1062/1062	---M-Z	200	added ('OK')	text/html	etag:%22426-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter3/3.8.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter3/3.8.html	(from http://koeln.ccc.de/archiv/cyphernomicon/3.html)
20:07:35	823/823	---M-Z	200	added ('OK')	text/html	etag:%22337-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter4/4.1.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter4/4.1.html	(from http://koeln.ccc.de/archiv/cyphernomicon/4.html)
20:07:35	1259/1259	---M-Z	200	added ('OK')	text/html	etag:%224eb-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter4/4.2.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter4/4.2.html	(from http://koeln.ccc.de/archiv/cyphernomicon/4.html)
20:07:35	1054/1054	---M-Z	200	added ('OK')	text/html	etag:%2241e-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter4/4.3.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter4/4.3.html	(from http://koeln.ccc.de/archiv/cyphernomicon/4.html)
20:07:35	3239/3239	---M-Z	200	added ('OK')	text/html	etag:%22ca7-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter4/4.4.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter4/4.4.html	(from http://koeln.ccc.de/archiv/cyphernomicon/4.html)
20:07:36	5280/5280	---M-Z	200	added ('OK')	text/html	etag:%2214a0-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter4/4.5.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter4/4.5.html	(from http://koeln.ccc.de/archiv/cyphernomicon/4.html)
20:07:36	1069/1069	---M-Z	200	added ('OK')	text/html	etag:%2242d-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter4/4.6.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter4/4.6.html	(from http://koeln.ccc.de/archiv/cyphernomicon/4.html)
20:07:36	3358/3358	---M-Z	200	added ('OK')	text/html	etag:%22d1e-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter4/4.7.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter4/4.7.html	(from http://koeln.ccc.de/archiv/cyphernomicon/4.html)
20:07:36	7009/7009	---M-Z	200	added ('OK')	text/html	etag:%221b61-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter4/4.8.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter4/4.8.html	(from http://koeln.ccc.de/archiv/cyphernomicon/4.html)
20:07:37	2790/2790	---M-Z	200	added ('OK')	text/html	etag:%22ae6-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter4/4.9.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter4/4.9.html	(from http://koeln.ccc.de/archiv/cyphernomicon/4.html)
20:07:37	5269/5269	---M-Z	200	added ('OK')	text/html	etag:%221495-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter4/4.10.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter4/4.10.html	(from http://koeln.ccc.de/archiv/cyphernomicon/4.html)
20:07:37	5976/5976	---M-Z	200	added ('OK')	text/html	etag:%221758-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter4/4.11.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter4/4.11.html	(from http://koeln.ccc.de/archiv/cyphernomicon/4.html)
20:07:37	5421/5421	---M-Z	200	added ('OK')	text/html	etag:%22152d-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter4/4.12.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter4/4.12.html	(from http://koeln.ccc.de/archiv/cyphernomicon/4.html)
20:07:38	735/735	---M-Z	200	added ('OK')	text/html	etag:%222df-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter5/5.1.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter5/5.1.html	(from http://koeln.ccc.de/archiv/cyphernomicon/5.html)
20:07:38	2516/2516	---M-Z	200	added ('OK')	text/html	etag:%229d4-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter5/5.2.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter5/5.2.html	(from http://koeln.ccc.de/archiv/cyphernomicon/5.html)
20:07:38	1217/1217	---M-Z	200	added ('OK')	text/html	etag:%224c1-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter5/5.3.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter5/5.3.html	(from http://koeln.ccc.de/archiv/cyphernomicon/5.html)
20:07:38	34522/34522	---M-Z	200	added ('OK')	text/html	etag:%2286da-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter5/5.4.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter5/5.4.html	(from http://koeln.ccc.de/archiv/cyphernomicon/5.html)
